id,StartUhrZeit,EndUhrzeit,Prozess,Betreff
251,2024-07-30 06:32:46,2024-07-30 07:52:46,Prozess_B,Aufgabe_W
252,2024-07-16 21:30:46,2024-07-16 21:35:46,Prozess_B,Aufgabe_Z
253,2024-07-16 19:00:46,2024-07-16 19:25:46,Prozess_A,Aufgabe_Y
254,2024-07-19 05:21:46,2024-07-19 06:08:46,Prozess_A,Aufgabe_Y
255,2024-08-04 08:44:46,2024-08-04 09:25:46,Prozess_A,Aufgabe_Z
256,2024-07-10 22:02:46,2024-07-10 23:06:46,Prozess_C,Aufgabe_V
257,2024-07-13 23:43:46,2024-07-14 01:29:46,Prozess_A,Aufgabe_X
258,2024-08-04 07:53:46,2024-08-04 08:21:46,Prozess_C,Aufgabe_V
259,2024-07-28 23:18:46,2024-07-28 23:26:46,Prozess_E,Aufgabe_W
260,2024-08-08 10:59:46,2024-08-08 12:42:46,Prozess_A,Aufgabe_V
261,2024-07-11 10:48:46,2024-07-11 11:48:46,Prozess_A,Aufgabe_W
262,2024-08-02 20:01:46,2024-08-02 21:04:46,Prozess_E,Aufgabe_Y
263,2024-07-21 09:47:46,2024-07-21 11:12:46,Prozess_D,Aufgabe_Y
264,2024-07-16 23:31:46,2024-07-17 00:33:46,Prozess_B,Aufgabe_X
265,2024-07-20 02:08:46,2024-07-20 02:21:46,Prozess_B,Aufgabe_V
266,2024-07-29 21:15:46,2024-07-29 21:54:46,Prozess_A,Aufgabe_Y
267,2024-07-30 19:25:46,2024-07-30 20:09:46,Prozess_E,Aufgabe_Z
268,2024-07-28 00:25:46,2024-07-28 01:36:46,Prozess_C,Aufgabe_V
269,2024-07-27 10:23:46,2024-07-27 11:02:46,Prozess_C,Aufgabe_V
270,2024-08-08 03:31:46,2024-08-08 04:05:46,Prozess_C,Aufgabe_Y
271,2024-08-03 08:02:46,2024-08-03 08:23:46,Prozess_D,Aufgabe_Y
272,2024-07-10 22:31:46,2024-07-10 22:51:46,Prozess_E,Aufgabe_Z
273,2024-08-01 07:46:46,2024-08-01 07:51:46,Prozess_A,Aufgabe_W
274,2024-08-02 14:06:46,2024-08-02 15:25:46,Prozess_A,Aufgabe_Z
275,2024-07-14 22:19:46,2024-07-14 23:10:46,Prozess_C,Aufgabe_X
276,2024-08-02 12:32:46,2024-08-02 12:52:46,Prozess_A,Aufgabe_W
277,2024-07-11 05:23:46,2024-07-11 06:08:46,Prozess_A,Aufgabe_Y
278,2024-07-30 06:05:46,2024-07-30 07:33:46,Prozess_B,Aufgabe_W
279,2024-08-03 22:59:46,2024-08-03 23:21:46,Prozess_A,Aufgabe_W
280,2024-07-24 11:22:46,2024-07-24 12:34:46,Prozess_C,Aufgabe_W
281,2024-07-16 00:49:46,2024-07-16 01:05:46,Prozess_C,Aufgabe_V
282,2024-07-21 12:10:46,2024-07-21 12:26:46,Prozess_E,Aufgabe_Z
283,2024-07-12 03:57:46,2024-07-12 04:01:46,Prozess_D,Aufgabe_Y
284,2024-07-25 04:52:46,2024-07-25 05:48:46,Prozess_C,Aufgabe_V
285,2024-08-02 20:57:46,2024-08-02 22:10:46,Prozess_D,Aufgabe_W
286,2024-07-28 09:20:46,2024-07-28 09:53:46,Prozess_E,Aufgabe_V
287,2024-07-12 00:09:46,2024-07-12 01:49:46,Prozess_C,Aufgabe_V
288,2024-07-15 03:43:46,2024-07-15 05:18:46,Prozess_E,Aufgabe_V
289,2024-07-14 10:41:46,2024-07-14 12:13:46,Prozess_C,Aufgabe_Y
290,2024-07-27 09:02:46,2024-07-27 09:14:46,Prozess_E,Aufgabe_V
291,2024-07-28 08:43:46,2024-07-28 08:53:46,Prozess_E,Aufgabe_W
292,2024-07-30 17:33:46,2024-07-30 18:03:46,Prozess_C,Aufgabe_Y
293,2024-07-29 06:14:46,2024-07-29 06:33:46,Prozess_E,Aufgabe_V
294,2024-07-13 12:30:46,2024-07-13 13:26:46,Prozess_C,Aufgabe_V
295,2024-08-08 11:33:46,2024-08-08 12:06:46,Prozess_C,Aufgabe_V
296,2024-07-24 08:08:46,2024-07-24 09:28:46,Prozess_E,Aufgabe_Z
297,2024-07-13 01:42:46,2024-07-13 01:47:46,Prozess_D,Aufgabe_X
298,2024-08-06 18:24:46,2024-08-06 18:51:46,Prozess_E,Aufgabe_W
299,2024-07-11 08:08:46,2024-07-11 09:26:46,Prozess_A,Aufgabe_Z
300,2024-07-26 15:55:46,2024-07-26 16:49:46,Prozess_D,Aufgabe_V
301,2024-07-20 11:44:46,2024-07-20 13:35:46,Prozess_C,Aufgabe_V
302,2024-07-30 15:13:46,2024-07-30 15:59:46,Prozess_A,Aufgabe_W
303,2024-07-14 05:37:46,2024-07-14 06:59:46,Prozess_E,Aufgabe_X
304,2024-07-12 08:10:46,2024-07-12 09:51:46,Prozess_D,Aufgabe_Z
305,2024-08-03 17:35:46,2024-08-03 18:29:46,Prozess_D,Aufgabe_X
306,2024-07-17 14:01:46,2024-07-17 14:41:46,Prozess_D,Aufgabe_Y
307,2024-07-20 09:56:46,2024-07-20 11:19:46,Prozess_E,Aufgabe_Z
308,2024-07-17 22:34:46,2024-07-17 23:03:46,Prozess_A,Aufgabe_X
309,2024-07-25 02:17:46,2024-07-25 03:57:46,Prozess_C,Aufgabe_Y
310,2024-08-01 17:14:46,2024-08-01 17:22:46,Prozess_B,Aufgabe_X
311,2024-07-31 17:55:46,2024-07-31 18:08:46,Prozess_A,Aufgabe_W
312,2024-07-14 14:51:46,2024-07-14 16:01:46,Prozess_A,Aufgabe_W
313,2024-08-06 22:02:46,2024-08-06 22:32:46,Prozess_D,Aufgabe_Z
314,2024-07-28 11:56:46,2024-07-28 12:46:46,Prozess_B,Aufgabe_Y
315,2024-07-13 07:20:46,2024-07-13 07:46:46,Prozess_D,Aufgabe_Y
316,2024-07-11 18:02:46,2024-07-11 18:08:46,Prozess_B,Aufgabe_Z
317,2024-08-02 00:46:46,2024-08-02 00:52:46,Prozess_A,Aufgabe_Y
318,2024-07-26 02:25:46,2024-07-26 02:52:46,Prozess_B,Aufgabe_X
319,2024-07-25 09:04:46,2024-07-25 10:13:46,Prozess_C,Aufgabe_Y
320,2024-07-20 16:19:46,2024-07-20 17:29:46,Prozess_A,Aufgabe_V
321,2024-08-08 18:47:46,2024-08-08 20:46:46,Prozess_D,Aufgabe_Y
322,2024-08-02 06:28:46,2024-08-02 06:55:46,Prozess_C,Aufgabe_Y
323,2024-08-09 00:26:46,2024-08-09 01:03:46,Prozess_D,Aufgabe_W
324,2024-07-25 07:44:46,2024-07-25 07:59:46,Prozess_C,Aufgabe_W
325,2024-07-11 15:58:46,2024-07-11 17:25:46,Prozess_A,Aufgabe_Z
326,2024-08-02 16:59:46,2024-08-02 18:33:46,Prozess_C,Aufgabe_W
327,2024-07-20 18:26:46,2024-07-20 19:27:46,Prozess_B,Aufgabe_V
328,2024-08-06 10:55:46,2024-08-06 11:47:46,Prozess_E,Aufgabe_Y
329,2024-07-25 03:25:46,2024-07-25 04:16:46,Prozess_B,Aufgabe_Y
330,2024-07-25 08:11:46,2024-07-25 08:34:46,Prozess_E,Aufgabe_V
331,2024-07-30 20:22:46,2024-07-30 22:07:46,Prozess_E,Aufgabe_Y
332,2024-07-10 15:40:46,2024-07-10 17:14:46,Prozess_A,Aufgabe_Z
333,2024-07-11 00:24:46,2024-07-11 02:24:46,Prozess_A,Aufgabe_Y
334,2024-07-30 03:07:46,2024-07-30 04:48:46,Prozess_C,Aufgabe_Y
335,2024-07-13 02:22:46,2024-07-13 03:12:46,Prozess_E,Aufgabe_V
336,2024-07-27 02:21:46,2024-07-27 02:26:46,Prozess_B,Aufgabe_X
337,2024-08-03 16:43:46,2024-08-03 18:13:46,Prozess_A,Aufgabe_Z
338,2024-07-26 00:46:46,2024-07-26 01:03:46,Prozess_B,Aufgabe_X
339,2024-07-13 04:33:46,2024-07-13 06:03:46,Prozess_B,Aufgabe_V
340,2024-07-17 07:52:46,2024-07-17 08:45:46,Prozess_D,Aufgabe_V
341,2024-08-04 02:42:46,2024-08-04 03:00:46,Prozess_B,Aufgabe_Z
342,2024-08-08 03:16:46,2024-08-08 05:12:46,Prozess_D,Aufgabe_X
343,2024-07-31 13:54:46,2024-07-31 15:21:46,Prozess_A,Aufgabe_W
344,2024-07-23 20:00:46,2024-07-23 20:57:46,Prozess_C,Aufgabe_Z
345,2024-08-01 14:47:46,2024-08-01 15:24:46,Prozess_C,Aufgabe_Y
346,2024-07-11 18:17:46,2024-07-11 19:12:46,Prozess_E,Aufgabe_Y
347,2024-07-22 08:48:46,2024-07-22 10:37:46,Prozess_A,Aufgabe_W
348,2024-07-19 09:23:46,2024-07-19 09:26:46,Prozess_B,Aufgabe_W
349,2024-08-07 15:09:46,2024-08-07 16:38:46,Prozess_E,Aufgabe_Z
350,2024-07-26 10:28:46,2024-07-26 10:35:46,Prozess_D,Aufgabe_W
351,2024-07-13 12:58:46,2024-07-13 13:38:46,Prozess_D,Aufgabe_X
352,2024-08-05 09:34:46,2024-08-05 10:01:46,Prozess_C,Aufgabe_X
353,2024-07-20 18:08:46,2024-07-20 18:19:46,Prozess_B,Aufgabe_X
354,2024-07-21 18:41:46,2024-07-21 19:45:46,Prozess_B,Aufgabe_Y
355,2024-07-21 22:55:46,2024-07-22 00:26:46,Prozess_B,Aufgabe_W
356,2024-08-02 12:48:46,2024-08-02 14:31:46,Prozess_A,Aufgabe_Y
357,2024-07-13 21:13:46,2024-07-13 22:16:46,Prozess_E,Aufgabe_W
358,2024-07-21 02:53:46,2024-07-21 03:26:46,Prozess_B,Aufgabe_Z
359,2024-07-15 15:46:46,2024-07-15 17:37:46,Prozess_C,Aufgabe_Z
360,2024-07-18 20:55:46,2024-07-18 22:49:46,Prozess_A,Aufgabe_Z
361,2024-07-26 01:09:46,2024-07-26 01:26:46,Prozess_D,Aufgabe_Z
362,2024-07-25 09:11:46,2024-07-25 10:16:46,Prozess_D,Aufgabe_W
363,2024-08-03 21:28:46,2024-08-03 22:55:46,Prozess_C,Aufgabe_Z
364,2024-07-27 17:15:46,2024-07-27 18:18:46,Prozess_A,Aufgabe_Z
365,2024-07-24 02:23:46,2024-07-24 03:49:46,Prozess_E,Aufgabe_X
366,2024-07-24 20:53:46,2024-07-24 21:51:46,Prozess_A,Aufgabe_X
367,2024-07-09 19:35:46,2024-07-09 20:41:46,Prozess_D,Aufgabe_V
368,2024-07-30 03:02:46,2024-07-30 04:59:46,Prozess_D,Aufgabe_Z
369,2024-07-19 22:50:46,2024-07-19 23:41:46,Prozess_E,Aufgabe_Y
370,2024-07-31 02:35:46,2024-07-31 03:53:46,Prozess_A,Aufgabe_V
371,2024-07-23 20:26:46,2024-07-23 21:10:46,Prozess_C,Aufgabe_Y
372,2024-08-08 13:18:46,2024-08-08 13:51:46,Prozess_B,Aufgabe_V
373,2024-07-24 23:22:46,2024-07-25 00:36:46,Prozess_E,Aufgabe_W
374,2024-07-15 07:53:46,2024-07-15 09:18:46,Prozess_B,Aufgabe_Z
375,2024-07-19 17:51:46,2024-07-19 19:21:46,Prozess_B,Aufgabe_V
376,2024-07-22 11:01:46,2024-07-22 12:15:46,Prozess_E,Aufgabe_X
377,2024-08-01 07:50:46,2024-08-01 09:46:46,Prozess_E,Aufgabe_X
378,2024-07-15 06:33:46,2024-07-15 07:27:46,Prozess_E,Aufgabe_Y
379,2024-07-29 08:14:46,2024-07-29 10:00:46,Prozess_D,Aufgabe_X
380,2024-07-26 02:42:46,2024-07-26 04:34:46,Prozess_B,Aufgabe_Y
381,2024-07-18 01:44:46,2024-07-18 03:06:46,Prozess_B,Aufgabe_W
382,2024-07-22 18:40:46,2024-07-22 20:03:46,Prozess_B,Aufgabe_Y
383,2024-07-25 16:48:46,2024-07-25 17:16:46,Prozess_A,Aufgabe_V
384,2024-07-19 11:22:46,2024-07-19 12:48:46,Prozess_A,Aufgabe_V
385,2024-07-17 08:47:46,2024-07-17 09:14:46,Prozess_C,Aufgabe_W
386,2024-07-25 19:20:46,2024-07-25 20:50:46,Prozess_C,Aufgabe_W
387,2024-07-13 22:31:46,2024-07-14 00:25:46,Prozess_A,Aufgabe_W
388,2024-08-02 16:44:46,2024-08-02 17:10:46,Prozess_D,Aufgabe_Y
389,2024-07-21 19:03:46,2024-07-21 20:25:46,Prozess_E,Aufgabe_V
390,2024-07-10 20:06:46,2024-07-10 21:22:46,Prozess_C,Aufgabe_Y
391,2024-07-11 20:41:46,2024-07-11 22:16:46,Prozess_C,Aufgabe_X
392,2024-07-21 06:40:46,2024-07-21 07:42:46,Prozess_C,Aufgabe_Z
393,2024-07-18 08:39:46,2024-07-18 08:49:46,Prozess_A,Aufgabe_Z
394,2024-08-09 03:25:46,2024-08-09 04:20:46,Prozess_D,Aufgabe_Y
395,2024-07-20 15:07:46,2024-07-20 16:29:46,Prozess_A,Aufgabe_W
396,2024-07-12 02:13:46,2024-07-12 02:32:46,Prozess_A,Aufgabe_Y
397,2024-07-10 01:09:46,2024-07-10 02:24:46,Prozess_E,Aufgabe_V
398,2024-07-15 23:38:46,2024-07-16 01:21:46,Prozess_C,Aufgabe_Z
399,2024-07-13 08:31:46,2024-07-13 09:10:46,Prozess_D,Aufgabe_Z
400,2024-08-05 19:14:46,2024-08-05 20:29:46,Prozess_C,Aufgabe_W
401,2024-07-20 02:29:46,2024-07-20 04:28:46,Prozess_D,Aufgabe_X
402,2024-07-11 10:35:46,2024-07-11 12:28:46,Prozess_D,Aufgabe_X
403,2024-08-09 12:04:46,2024-08-09 12:08:46,Prozess_A,Aufgabe_Z
404,2024-07-26 10:56:46,2024-07-26 12:00:46,Prozess_B,Aufgabe_W
405,2024-07-20 02:55:46,2024-07-20 03:22:46,Prozess_C,Aufgabe_X
406,2024-08-09 09:50:46,2024-08-09 11:11:46,Prozess_C,Aufgabe_V
407,2024-08-08 19:14:46,2024-08-08 20:10:46,Prozess_B,Aufgabe_Y
408,2024-07-24 11:05:46,2024-07-24 13:02:46,Prozess_D,Aufgabe_Z
409,2024-08-01 01:53:46,2024-08-01 01:54:46,Prozess_A,Aufgabe_V
410,2024-07-10 14:02:46,2024-07-10 14:24:46,Prozess_B,Aufgabe_Y
411,2024-07-21 16:12:46,2024-07-21 17:13:46,Prozess_B,Aufgabe_Z
412,2024-08-08 12:03:46,2024-08-08 13:09:46,Prozess_D,Aufgabe_V
413,2024-07-30 09:18:46,2024-07-30 10:05:46,Prozess_C,Aufgabe_W
414,2024-07-24 12:43:46,2024-07-24 13:48:46,Prozess_D,Aufgabe_Y
415,2024-07-23 14:19:46,2024-07-23 15:35:46,Prozess_E,Aufgabe_W
416,2024-07-20 22:26:46,2024-07-21 00:03:46,Prozess_C,Aufgabe_V
417,2024-07-11 14:09:46,2024-07-11 15:11:46,Prozess_B,Aufgabe_V
418,2024-07-25 03:40:46,2024-07-25 04:30:46,Prozess_C,Aufgabe_X
419,2024-07-25 23:41:46,2024-07-26 01:04:46,Prozess_D,Aufgabe_V
420,2024-08-03 11:29:46,2024-08-03 13:01:46,Prozess_C,Aufgabe_V
421,2024-07-10 19:38:46,2024-07-10 20:47:46,Prozess_B,Aufgabe_Z
422,2024-07-10 12:36:46,2024-07-10 13:18:46,Prozess_A,Aufgabe_X
423,2024-08-01 06:37:46,2024-08-01 08:30:46,Prozess_C,Aufgabe_X
424,2024-07-19 18:42:46,2024-07-19 19:39:46,Prozess_E,Aufgabe_X
425,2024-07-27 23:23:46,2024-07-28 00:21:46,Prozess_E,Aufgabe_V
426,2024-08-04 04:45:46,2024-08-04 05:02:46,Prozess_E,Aufgabe_X
427,2024-07-25 17:52:46,2024-07-25 19:36:46,Prozess_C,Aufgabe_Y
428,2024-07-12 12:26:46,2024-07-12 13:19:46,Prozess_C,Aufgabe_V
429,2024-07-18 06:01:46,2024-07-18 07:56:46,Prozess_B,Aufgabe_Z
430,2024-07-19 15:08:46,2024-07-19 15:41:46,Prozess_C,Aufgabe_X
431,2024-07-09 22:22:46,2024-07-10 00:11:46,Prozess_B,Aufgabe_W
432,2024-07-20 10:46:46,2024-07-20 11:54:46,Prozess_B,Aufgabe_V
433,2024-07-30 17:04:46,2024-07-30 17:11:46,Prozess_C,Aufgabe_V
434,2024-07-17 06:46:46,2024-07-17 08:25:46,Prozess_B,Aufgabe_W
435,2024-08-01 10:06:46,2024-08-01 11:43:46,Prozess_D,Aufgabe_Y
436,2024-08-04 11:13:46,2024-08-04 12:24:46,Prozess_E,Aufgabe_W
437,2024-07-13 22:45:46,2024-07-14 00:35:46,Prozess_D,Aufgabe_W
438,2024-08-03 09:49:46,2024-08-03 10:35:46,Prozess_E,Aufgabe_V
439,2024-08-02 20:30:46,2024-08-02 21:05:46,Prozess_D,Aufgabe_X
440,2024-07-16 11:52:46,2024-07-16 13:01:46,Prozess_D,Aufgabe_Y
441,2024-07-20 03:12:46,2024-07-20 05:07:46,Prozess_B,Aufgabe_Z
442,2024-07-31 16:23:46,2024-07-31 17:33:46,Prozess_B,Aufgabe_Y
443,2024-07-16 04:21:46,2024-07-16 06:20:46,Prozess_C,Aufgabe_W
444,2024-07-27 07:57:46,2024-07-27 09:22:46,Prozess_E,Aufgabe_Z
445,2024-07-20 02:25:46,2024-07-20 02:29:46,Prozess_B,Aufgabe_X
446,2024-07-27 07:42:46,2024-07-27 08:27:46,Prozess_E,Aufgabe_Y
447,2024-08-04 15:06:46,2024-08-04 16:02:46,Prozess_D,Aufgabe_Z
448,2024-07-17 03:32:46,2024-07-17 04:45:46,Prozess_A,Aufgabe_X
449,2024-07-10 20:14:46,2024-07-10 22:04:46,Prozess_E,Aufgabe_Y
450,2024-07-25 18:58:46,2024-07-25 19:32:46,Prozess_D,Aufgabe_X
451,2024-07-29 22:55:46,2024-07-29 23:02:46,Prozess_A,Aufgabe_V
452,2024-07-30 09:32:46,2024-07-30 10:35:46,Prozess_A,Aufgabe_Z
453,2024-07-24 06:11:46,2024-07-24 07:41:46,Prozess_C,Aufgabe_X
454,2024-07-12 16:09:46,2024-07-12 17:31:46,Prozess_D,Aufgabe_Y
455,2024-08-01 08:14:46,2024-08-01 09:38:46,Prozess_A,Aufgabe_X
456,2024-08-03 22:56:46,2024-08-04 00:54:46,Prozess_D,Aufgabe_Y
457,2024-07-26 14:26:46,2024-07-26 16:08:46,Prozess_C,Aufgabe_Z
458,2024-07-15 04:07:46,2024-07-15 04:31:46,Prozess_D,Aufgabe_Y
459,2024-07-13 05:40:46,2024-07-13 07:14:46,Prozess_A,Aufgabe_X
460,2024-07-31 06:31:46,2024-07-31 08:11:46,Prozess_A,Aufgabe_W
461,2024-07-24 08:35:46,2024-07-24 10:00:46,Prozess_D,Aufgabe_Y
462,2024-08-02 09:08:46,2024-08-02 11:08:46,Prozess_D,Aufgabe_V
463,2024-07-30 20:22:46,2024-07-30 20:39:46,Prozess_C,Aufgabe_Z
464,2024-07-23 22:23:46,2024-07-23 23:02:46,Prozess_D,Aufgabe_X
465,2024-07-17 02:29:46,2024-07-17 03:54:46,Prozess_D,Aufgabe_V
466,2024-07-23 12:55:46,2024-07-23 13:45:46,Prozess_A,Aufgabe_X
467,2024-07-18 09:28:46,2024-07-18 10:09:46,Prozess_C,Aufgabe_Z
468,2024-07-27 20:53:46,2024-07-27 22:43:46,Prozess_D,Aufgabe_X
469,2024-07-27 20:55:46,2024-07-27 22:51:46,Prozess_D,Aufgabe_W
470,2024-07-11 10:00:46,2024-07-11 10:05:46,Prozess_C,Aufgabe_Y
471,2024-08-04 16:36:46,2024-08-04 17:47:46,Prozess_A,Aufgabe_X
472,2024-07-17 04:52:46,2024-07-17 06:43:46,Prozess_C,Aufgabe_W
473,2024-07-20 06:13:46,2024-07-20 08:03:46,Prozess_B,Aufgabe_X
474,2024-07-30 15:17:46,2024-07-30 15:54:46,Prozess_B,Aufgabe_V
475,2024-07-22 23:53:46,2024-07-23 00:41:46,Prozess_E,Aufgabe_X
476,2024-08-08 01:28:46,2024-08-08 03:25:46,Prozess_A,Aufgabe_X
477,2024-08-02 13:15:46,2024-08-02 14:22:46,Prozess_A,Aufgabe_W
478,2024-07-23 08:57:46,2024-07-23 10:28:46,Prozess_B,Aufgabe_W
479,2024-07-17 10:26:46,2024-07-17 10:32:46,Prozess_D,Aufgabe_X
480,2024-07-21 15:03:46,2024-07-21 15:28:46,Prozess_B,Aufgabe_W
481,2024-08-08 19:01:46,2024-08-08 20:20:46,Prozess_C,Aufgabe_Z
482,2024-07-22 14:01:46,2024-07-22 14:47:46,Prozess_A,Aufgabe_V
483,2024-07-24 21:16:46,2024-07-24 21:29:46,Prozess_C,Aufgabe_V
484,2024-07-28 10:05:46,2024-07-28 10:53:46,Prozess_C,Aufgabe_V
485,2024-07-23 21:23:46,2024-07-23 23:17:46,Prozess_E,Aufgabe_X
486,2024-07-26 05:01:46,2024-07-26 06:24:46,Prozess_D,Aufgabe_Z
487,2024-07-19 04:59:46,2024-07-19 05:15:46,Prozess_A,Aufgabe_Y
488,2024-07-14 00:20:46,2024-07-14 00:53:46,Prozess_A,Aufgabe_Z
489,2024-07-30 02:56:46,2024-07-30 04:49:46,Prozess_B,Aufgabe_Z
490,2024-07-25 02:28:46,2024-07-25 03:08:46,Prozess_E,Aufgabe_X
491,2024-07-29 10:54:46,2024-07-29 11:15:46,Prozess_C,Aufgabe_W
492,2024-07-27 13:49:46,2024-07-27 15:13:46,Prozess_C,Aufgabe_W
493,2024-07-11 05:03:46,2024-07-11 06:15:46,Prozess_D,Aufgabe_Z
494,2024-07-09 22:12:46,2024-07-09 22:46:46,Prozess_D,Aufgabe_X
495,2024-07-19 17:30:46,2024-07-19 19:27:46,Prozess_E,Aufgabe_Z
496,2024-07-29 22:26:46,2024-07-29 23:38:46,Prozess_D,Aufgabe_Z
497,2024-07-22 06:24:46,2024-07-22 07:38:46,Prozess_A,Aufgabe_Y
498,2024-07-11 14:41:46,2024-07-11 14:59:46,Prozess_D,Aufgabe_X
499,2024-07-26 11:05:46,2024-07-26 13:00:46,Prozess_B,Aufgabe_W
500,2024-07-28 05:00:46,2024-07-28 05:38:46,Prozess_E,Aufgabe_W
